organisation,cohort,organisation_name,pipeline,issue_type,severity,responsibility,count_issues,collection,endpoint,endpoint_url,latest_status,latest_exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,article-4-direction-area,reference values are not unique,error,external,25.0,article-4-direction,cef4c02dacb006498d1c48729d2a18f3088b397132bce167e9b6c72f714b3a38,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/A4D_Merge/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,090a4a90f160c121e491c1ddc3d7b4d232ecff0e4fe00f88bc9d38391b354cf4,2025-01-30,2025-01-03,,2025-01-08,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,conservation-area,,,,,conservation-area,9419f8804448962f2567b68fa1697c9cae2e3b2d7db80816cc0083233a565670,https://maps.buckscc.gov.uk/arcgis/services/PLANNING/RIPA_BOPS/MapServer/WFSServer?service=WFS&version=2.0.0&request=GetFeature&typeName=PLANNING_RIPA_BOPS:Conservation_Areas&outputFormat=GML2,200,,e4dc58b27be4ee10a07b3cb0ca4d2597594e3a7c002906ac751806949c769106,2024-10-02,2022-05-06,2024-10-01,2024-07-19,2024-10-02
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,conservation-area,OSGB,warning,external,188.0,conservation-area,d027bc3baf8f1bdf299797a1c368c1144fd19cf431e30214baa5f92e1f6ab5c6,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Conservation_Areas_HE/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,70389e80310d49aa33908651f09d7636ff0003215c0c9240195489aec29fb1df,2025-01-30,2024-10-01,,2024-12-11,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,conservation-area,invalid geometry - fixed,warning,external,8.0,conservation-area,d027bc3baf8f1bdf299797a1c368c1144fd19cf431e30214baa5f92e1f6ab5c6,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Conservation_Areas_HE/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,70389e80310d49aa33908651f09d7636ff0003215c0c9240195489aec29fb1df,2025-01-30,2024-10-01,,2024-12-11,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,listed-building-outline,,,,,listed-building,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,https://maps.buckscc.gov.uk/arcgis/services/PLANNING/RIPA_BOPS/MapServer/WFSServer?service=WFS&version=2.0.0&request=GetFeature&typeName=PLANNING_RIPA_BOPS:Listed_Buildings&outputFormat=GML2,200,,82bee9422c36506cd5e1dce5ddcf1c786b1a644054a435567889b2afb4b7de42,2024-10-02,2022-05-04,2024-10-01,2024-07-19,2024-10-02
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,listed-building-outline,,,,,listed-building,94a72578ff9561e7c757a5812eae4db097baba276d39ef4a67d48916326b6ef9,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Listed_Buildings_HE/FeatureServer/0,200,,7408560abed10367b09e54ace3cdfb6bc62018b06f6b10f0fc1aa52839922042,2025-01-30,2024-11-27,,2024-11-28,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree,reference values are not unique,error,external,4374.0,tree-preservation-order,3237276c4ae0e3dae446205a7b917485ce23c196203d80bf30c8cb186e67c8f3,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders/FeatureServer/0/,200,,ef2236d310cfdec35d754d13b8e4599d131102393e6bba716291ddb5cc993221,2025-01-30,2025-01-03,,2025-01-08,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree,,,,,tree-preservation-order,74cb4c8a3ff8574c9bf438f492acddd078eac1f6da347fcd95dd1514ee086926,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders_CSB/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,8fd6d1ec6bb19dcc6020c28793d3726d97e930e6428a94714ed5d730cfa7dcc8,2025-01-30,2024-10-01,,2024-10-03,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,invalid geometry - fixed,warning,external,28.0,tree-preservation-order,314ce9104c6e495d89317de2085d2bcbac1abe54e9f7cb068f35be8171eaa80b,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders_Aylesbury_Vale/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,159f13d435951d76b9d11515ebb4dc090b8e60b155ad5e1c6f78e5da535144c9,2025-01-30,2025-01-03,,2024-10-03,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,reference values are not unique,error,external,370.0,tree-preservation-order,314ce9104c6e495d89317de2085d2bcbac1abe54e9f7cb068f35be8171eaa80b,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders_Aylesbury_Vale/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,159f13d435951d76b9d11515ebb4dc090b8e60b155ad5e1c6f78e5da535144c9,2025-01-30,2025-01-03,,2024-10-03,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,invalid category value,error,external,419.0,tree-preservation-order,3237276c4ae0e3dae446205a7b917485ce23c196203d80bf30c8cb186e67c8f3,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders/FeatureServer/0/,200,,ef2236d310cfdec35d754d13b8e4599d131102393e6bba716291ddb5cc993221,2025-01-30,2025-01-03,,2025-01-08,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,patch,info,internal,849.0,tree-preservation-order,3237276c4ae0e3dae446205a7b917485ce23c196203d80bf30c8cb186e67c8f3,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders/FeatureServer/0/,200,,ef2236d310cfdec35d754d13b8e4599d131102393e6bba716291ddb5cc993221,2025-01-30,2025-01-03,,2025-01-08,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,reference values are not unique,error,external,848.0,tree-preservation-order,3237276c4ae0e3dae446205a7b917485ce23c196203d80bf30c8cb186e67c8f3,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders/FeatureServer/0/,200,,ef2236d310cfdec35d754d13b8e4599d131102393e6bba716291ddb5cc993221,2025-01-30,2025-01-03,,2025-01-08,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,invalid geometry - fixed,warning,external,4.0,tree-preservation-order,45d990e6122b78c0b4193f2df7099a1e2da7bdb03a55a52d268af83d4c23f19e,https://services7.arcgis.com/uZqSSlRPLgqdItQE/ArcGIS/rest/services/Tree_Preservation_Orders_CSB/FeatureServer/1/query?outFields=*&where=1%3D1&f=geojson,200,,388ffa6ceb8a6c6e72c9d1f94f6c3052474efc0b668fdcf31b34f97b5570d0db,2025-01-30,2025-01-03,,2024-10-03,
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,,,,,tree-preservation-order,8bc18771f033d26e6b4c8dd6032cdd576e4b8a8e801a83813626bf9311e7e32a,https://maps.buckscc.gov.uk/arcgis/services/PLANNING/TPO_AV/MapServer/WFSServer?request=GetFeature&service=WFS&typename=PLANNING_TPO_AV:Tree_Preservation_Orders__Aylesbury_Vale_,200,,b4a1d264f71382f97ad6ff4b5993667f3770f4d5f5b3c9f731ab43c681e49df9,2024-10-02,2022-05-04,2024-10-01,2024-08-17,2024-10-02
local-authority:BUC,RIPA-Beta,Buckinghamshire Council,tree-preservation-zone,,,,,tree-preservation-order,d372312e02ee78347fac7531b43839c4eb3e3247b0b03461a8803a004002bd59,https://maps.buckscc.gov.uk/arcgis/services/PLANNING/TPO_CSB_WL/MapServer/WFSServer?request=GetFeature&service=WFS&typename=PLANNING_TPO_CSB_WL:Tree_Preservation_Orders_-_Woodlands__Chiltern___South_Bucks_,200,,f82cab0fe4f838f6413ed4a0a70933c712768cd83ee2b33537fad9ee7747b5f6,2024-10-02,2022-05-04,2024-10-01,2023-10-24,2024-10-02
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,article-4-direction,missing value,error,external,24.0,article-4-direction,32e803298b278d83d5f58b1d12497f94c1cbf2f844428f3614f692c7f36c7eeb,https://www.lambeth.gov.uk/sites/default/files/2024-07/LBL_Article_4.csv,200,,5fb087124ab2e6fe410af19a1980915729c3c0900f9949fe26f1d7d7a864f1df,2025-01-30,2024-07-10,,2024-07-11,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,article-4-direction-area,invalid geometry - fixed,warning,external,1.0,article-4-direction,bed4f351349b9a0b2ec746d1650a01c37b5965ea75f2a8791c8c81483d439371,https://www.lambeth.gov.uk/sites/default/files/2024-07/LBL_Article_4_Area_GeoJSON.txt,200,,565974e9b7f4989fc45c9f702b9b66a958d141a3d98e038f2560ed3aa5535384,2025-01-30,2024-07-10,,2024-07-11,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,article-4-direction-area,missing value,error,external,223.0,article-4-direction,bed4f351349b9a0b2ec746d1650a01c37b5965ea75f2a8791c8c81483d439371,https://www.lambeth.gov.uk/sites/default/files/2024-07/LBL_Article_4_Area_GeoJSON.txt,200,,565974e9b7f4989fc45c9f702b9b66a958d141a3d98e038f2560ed3aa5535384,2025-01-30,2024-07-10,,2024-07-11,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,conservation-area,invalid geometry - fixed,warning,external,2.0,conservation-area,628fb9865d7fae424e7e6f324d3efdea744457334aa22bffea9e419cc6fe7d5b,https://gis.lambeth.gov.uk/arcgis/rest/services/LambethConservationAreas/MapServer/0/query?where=1%3D1&text=&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&featureEncoding=esriDefault&f=geojson,200,,ac1d6c0b0d91d2adf62ddd784fa2e759e77004c8491a242d03e28252a33ed8e2,2025-01-30,2022-01-18,,2024-01-13,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,listed-building-outline,invalid geometry - fixed,warning,external,4.0,listed-building,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,https://opendata.arcgis.com/datasets/a0ea54c61b1f4bdfbe9605324cf70c81_0.geojson,200,,3011ff5e9ed59166a3fa9bb1c33b453cf6478caaef39583d7ef4f47f116fea6f,2025-01-30,2021-11-23,,2024-04-16,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,listed-building-outline,missing value,error,external,2.0,listed-building,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,https://opendata.arcgis.com/datasets/a0ea54c61b1f4bdfbe9605324cf70c81_0.geojson,200,,3011ff5e9ed59166a3fa9bb1c33b453cf6478caaef39583d7ef4f47f116fea6f,2025-01-30,2021-11-23,,2024-04-16,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,listed-building-outline,patch,info,internal,947.0,listed-building,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,https://opendata.arcgis.com/datasets/a0ea54c61b1f4bdfbe9605324cf70c81_0.geojson,200,,3011ff5e9ed59166a3fa9bb1c33b453cf6478caaef39583d7ef4f47f116fea6f,2025-01-30,2021-11-23,,2024-04-16,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,listed-building-outline,reference values are not unique,error,external,7.0,listed-building,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,https://opendata.arcgis.com/datasets/a0ea54c61b1f4bdfbe9605324cf70c81_0.geojson,200,,3011ff5e9ed59166a3fa9bb1c33b453cf6478caaef39583d7ef4f47f116fea6f,2025-01-30,2021-11-23,,2024-04-16,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,listed-building-outline,unknown entity - missing reference,error,external,1.0,listed-building,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,https://opendata.arcgis.com/datasets/a0ea54c61b1f4bdfbe9605324cf70c81_0.geojson,200,,3011ff5e9ed59166a3fa9bb1c33b453cf6478caaef39583d7ef4f47f116fea6f,2025-01-30,2021-11-23,,2024-04-16,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,tree,missing value,error,external,14.0,tree-preservation-order,f8d5163c023f27f599fee22535f5959e52f18313755fcb3243c78577985cda2d,https://opendata.arcgis.com/datasets/dbbcc688ab9c4b53ac03df44e02ae704_0.geojson,200,,1c86a6e0c031f57c298978f2e50093644b7dac5d7dfdcf7fb6e4ff8145524c1e,2025-01-30,2021-10-29,,2024-01-11,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,tree,unknown entity - missing reference,error,external,13.0,tree-preservation-order,f8d5163c023f27f599fee22535f5959e52f18313755fcb3243c78577985cda2d,https://opendata.arcgis.com/datasets/dbbcc688ab9c4b53ac03df44e02ae704_0.geojson,200,,1c86a6e0c031f57c298978f2e50093644b7dac5d7dfdcf7fb6e4ff8145524c1e,2025-01-30,2021-10-29,,2024-01-11,
local-authority:LBH,RIPA-Beta,London Borough of Lambeth,tree-preservation-order,reference values are not unique,error,external,2467.0,tree-preservation-order,f8d5163c023f27f599fee22535f5959e52f18313755fcb3243c78577985cda2d,https://opendata.arcgis.com/datasets/dbbcc688ab9c4b53ac03df44e02ae704_0.geojson,200,,1c86a6e0c031f57c298978f2e50093644b7dac5d7dfdcf7fb6e4ff8145524c1e,2025-01-30,2021-10-29,,2024-01-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction,,,,,article-4-direction,7b50969a85c19aec02a07248a5aabde97ea0fe835ca5e6b5e6b02dffb7a8b8ef,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/article-4-direction.csv,200,,68d835acf03eef420f167d46ee969de29a4f5e6e43684967d6466f645b196252,2024-05-22,2022-04-25,2024-05-21,2022-04-25,2024-05-22
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,0c73554d24de07895c68bcbc38e958a9776348338ff2493dae5a22fe584c24d1,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20Public%20Houses.gpkg,200,,5158d13bfc6f0723b1fb07c975701a906e83a1ead4aee598ee34e241c79a5f3d,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,1de93b35ebb37c3b0d5baeb1383cf783b8661ec482f1fd34b4d64efd5e8d1b48,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20HMO%20Bywater%20Place.gpkg,200,,e6d6d0a60345c50b0f40292b9ed6fcbd567fc36816fc3ae7883af2a6a7dd875d,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,2d238e75e53eb65d4e1c549bd4e085f6937d0f05f64f26db9dbcb8bdd03057b7,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20Class%20ZA%20_%20Demolition%20of%20commercial.gpkg,200,,e8791be20829a2aa6cca0ba62250b6b43eadaec78ac7727271197931fb5f0a9d,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,6b7a06249d6ce97ff65cb4431b8ad315bf21b6f5da1e856ad566a618ac60e0a8,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20HMO%20Henshaw%20Street.gpkg,200,,9510b41e61d9af455792dc1b4eb80d7600671804b9e8788de32c61b1ce2435d1,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,8a6b78daac84a927753288627605f45f20ecdfc27ed8c0bd9a2b739be184af1b,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20Sunray%20Estate.gpkg,200,,3c260999e00be5fc2617ed1aae7c8d4584ff76a6ab67baa8e0fc9e0272070056,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,91a069b909866a95eddd8c8d925cd2d439522c34186346d1feddd8f38eb04645,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20offices%20in%20the%20Central%20Activities%20Zone.gpkg,200,,d24b30e21b985a96716574cd47f5c39a859d6cb9916ad5244ca793f88b14ec3b,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,b1b173777c60003f5f6bf7eb5954c0cae30fcdb46794bbe4ae999985a12fcd40,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20-%20Class%20MA%20-%20Change%20of%20use%20from%20Class%20E%20to%20residential.gpkg,200,,ef883258feab307b5730dc62cb4144172effdbd1ba02c0d68a4804aa397696d2,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,invalid geometry - fixed,warning,external,13.0,article-4-direction,be557dcef843918934b9216fd597a70b02cc5546a9bee9366985340bb3269045,https://services.southwark.gov.uk/assets/attach/194785/Article-4-direction-area.geojson,200,,96d9f7161d55ee626f6ba695bb6f5135622fb48da9dd94dd2d0852d8be14ea8e,2025-01-30,2024-11-15,,2024-07-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,patch,info,internal,2.0,article-4-direction,be557dcef843918934b9216fd597a70b02cc5546a9bee9366985340bb3269045,https://services.southwark.gov.uk/assets/attach/194785/Article-4-direction-area.geojson,200,,96d9f7161d55ee626f6ba695bb6f5135622fb48da9dd94dd2d0852d8be14ea8e,2025-01-30,2024-11-15,,2024-07-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,d107d44c64f3987dac0ac9c4907553d522772960aad4ea1b355e903ba252c094,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20Demolition%20of%20the%20Stables%20and%20the%20Forge%20on%20Catlin%20Street.gpkg,200,,c70e657dab5368c1ba6514000182e571c46de6f483f14e38a272b636901c250d,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,article-4-direction-area,,,,,article-4-direction,f3a8c9747bd876f26208ddfe0dddcf2fd6354ec88fa6eb671575187781bbb783,https://raw.githubusercontent.com/digital-land/article-4-direction-collection/main/data/Southwark/Article%204%20_%20Railway%20Arches.gpkg,200,,92c2680ad1a88950d0b03744affb36307cac5d0a5c3dba7224b0eb1e1ad28083,2024-02-14,2022-04-06,2024-02-12,2022-04-07,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,conservation-area,,,,,conservation-area,31842426b0b97c7ad8288a510c4b137055c7fb90ad30035f5a96b61b3a2ce9ce,https://raw.githubusercontent.com/digital-land/conservation-area-collection/main/data/Southwark/Conservation%20Areas.zip,200,,98fe2cb81f50aa437d0679821a11d8e0e2a365105c75b759567e6d92cf9341da,2022-04-12,2021-11-30,2022-04-12,2021-12-01,2022-04-12
local-authority:SWK,RIPA-Beta,London Borough of Southwark,conservation-area,,,,,conservation-area,5d1d938d712dc3c3e094f070581466f89e397e1669655850b6caf7d3b643cfed,https://data.london.gov.uk/download/conservation_areas/b38eae6d-10db-4c79-afdd-dd97ae367b8b/Conservation_Areas.gpkg,200,,f617d13ef7ff061424ec50ed641f05779797ff03beb2cde6935f2a307c01ab44,2024-02-14,2020-09-04,2024-02-14,2020-09-04,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,conservation-area,,,,,conservation-area,5d1d938d712dc3c3e094f070581466f89e397e1669655850b6caf7d3b643cfed,https://data.london.gov.uk/download/conservation_areas/b38eae6d-10db-4c79-afdd-dd97ae367b8b/Conservation_Areas.gpkg,200,,f617d13ef7ff061424ec50ed641f05779797ff03beb2cde6935f2a307c01ab44,2024-02-14,2020-09-04,2024-02-14,2020-09-04,2024-02-14
local-authority:SWK,RIPA-Beta,London Borough of Southwark,conservation-area,invalid geometry - fixed,warning,external,1.0,conservation-area,b431e9c6b7178db0847e8c5510d86b993dca23a0354fb792cb5dd871aa0f9854,https://services.southwark.gov.uk/assets/attach/194104/Conservation-Areas.geojson,200,,f4fa318e4239fe72514a0cde9a711dacf17933a9a434b4782c2181f455593598,2025-01-30,2024-11-15,,2024-07-11,
local-authority:SWK,RIPA-Beta,London Borough of Southwark,conservation-area,,,,,conservation-area,c8a5bd5df5a14bd9ffbb3667ced1a9e3c080422af1702bf4e5c93903c9962568,https://raw.githubusercontent.com/digital-land/conservation-area-collection/main/data/Southwark/Southwark%20Conservation%20Areas.gpkg,200,,b9503f86a1e0c5e02c1fa5b42b8d84c63b1cca421813dfc44c0f1bf7b59e5d74,2024-07-10,2022-04-08,2024-07-10,2022-04-09,2024-07-10
local-authority:SWK,RIPA-Beta,London Borough of Southwark,listed-building-outline,,,,,listed-building,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,https://raw.githubusercontent.com/digital-land/listed-building-collection/main/data/Southwark/Grade%20II.zip,200,,efbdafb929921097a6e002188e281047bb4d512d40a8f88ade26cbb44118f0e3,2024-07-10,2021-12-07,2024-07-10,2021-12-08,2024-07-10
